GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000104127.1	0	NA	NA	NA	NA	NA	chrY	14029702	14030398	-	NA	Gm20928
ENSMUSG00000102492.1	0	NA	NA	NA	NA	NA	chrY	14525079	14528058	-	NA	Gm36987
ENSMUSG00000104260.1	0	NA	NA	NA	NA	NA	chrY	14801724	14802420	-	NA	Gm31186
ENSMUSG00000102366.1	0	NA	NA	NA	NA	NA	chrY	14958902	14959595	-	NA	Gm37044
ENSMUSG00000102582.1	0	NA	NA	NA	NA	NA	chrY	15569794	15572225	-	NA	Gm37440
ENSMUSG00000103666.1	0	NA	NA	NA	NA	NA	chrY	15615107	15615801	-	NA	Gm38185
ENSMUSG00000104207.1	0	NA	NA	NA	NA	NA	chrY	15694982	15695679	-	NA	Gm37395
ENSMUSG00000095172.2	0	NA	NA	NA	NA	NA	chrY	15882420	15884771	-	NA	Gm20822
ENSMUSG00000102754.1	0	NA	NA	NA	NA	NA	chrY	16031249	16039572	-	NA	Gm38183
ENSMUSG00000103167.1	0	NA	NA	NA	NA	NA	chrY	16092782	16112032	-	NA	Gm38149
ENSMUSG00000102265.1	0	NA	NA	NA	NA	NA	chrY	16449292	16449989	-	NA	Gm32447
ENSMUSG00000104490.1	0	NA	NA	NA	NA	NA	chrY	16485908	16486602	-	NA	Gm20770
ENSMUSG00000103112.1	0	NA	NA	NA	NA	NA	chrY	16614135	16614828	-	NA	Gm38016
ENSMUSG00000103234.1	0	NA	NA	NA	NA	NA	chrY	16691329	16697033	-	NA	Gm37158
ENSMUSG00000102288.1	0	NA	NA	NA	NA	NA	chrY	16731146	16731850	-	NA	Gm36998
ENSMUSG00000103417.1	0	NA	NA	NA	NA	NA	chrY	16887480	16888179	-	NA	Gm33112
ENSMUSG00000102586.5	0	NA	NA	NA	NA	NA	chrY	17225446	17228678	-	NA	Gm38003
ENSMUSG00000102400.1	0	NA	NA	NA	NA	NA	chrY	17804544	17806904	-	NA	Gm37865
ENSMUSG00000102520.5	0	NA	NA	NA	NA	NA	chrY	17833040	17835401	-	NA	Gm36941
ENSMUSG00000094161.1	0	NA	NA	NA	NA	NA	chrY	17845723	17846266	-	NA	Gm21904
ENSMUSG00000103757.1	0	NA	NA	NA	NA	NA	chrY	17922927	17926162	-	NA	Gm37286
ENSMUSG00000096819.1	0	NA	NA	NA	NA	NA	chrY	17935712	17937330	-	NA	Srsy
ENSMUSG00000095879.1	0	NA	NA	NA	NA	NA	chrY	18061269	18061812	-	NA	Gm21764
ENSMUSG00000103782.1	0	NA	NA	NA	NA	NA	chrY	18293524	18295111	-	NA	Gm37656
ENSMUSG00000103871.1	0	NA	NA	NA	NA	NA	chrY	18557837	18558876	-	NA	Gm38361
ENSMUSG00000104356.1	0	NA	NA	NA	NA	NA	chrY	18586094	18586790	-	NA	Gm31260
ENSMUSG00000103802.1	0	NA	NA	NA	NA	NA	chrY	18623066	18623762	-	NA	Gm21660
ENSMUSG00000104472.1	0	NA	NA	NA	NA	NA	chrY	18629783	18633125	-	NA	Gm38209
ENSMUSG00000102290.1	0	NA	NA	NA	NA	NA	chrY	18742470	18743166	-	NA	Gm21678
ENSMUSG00000103612.1	0	NA	NA	NA	NA	NA	chrY	18749155	18752497	-	NA	Gm37948
ENSMUSG00000102580.1	0	NA	NA	NA	NA	NA	chrY	18863518	18864085	-	NA	Gm37442
ENSMUSG00000103796.1	0	NA	NA	NA	NA	NA	chrY	19237402	19240380	-	NA	Gm38094
ENSMUSG00000102552.1	0	NA	NA	NA	NA	NA	chrY	19514318	19515014	-	NA	Gm21763
ENSMUSG00000104426.1	0	NA	NA	NA	NA	NA	chrY	19671504	19672197	-	NA	Gm38369
ENSMUSG00000102913.1	0	NA	NA	NA	NA	NA	chrY	20430180	20430745	-	NA	Gm37723
ENSMUSG00000102668.1	0	NA	NA	NA	NA	NA	chrY	20967476	20993657	-	NA	Gm29866
ENSMUSG00000104131.5	0	NA	NA	NA	NA	NA	chrY	21052481	21055721	-	NA	Gm36950
ENSMUSG00000102429.5	0	NA	NA	NA	NA	NA	chrY	21346235	21349473	-	NA	Gm37462
ENSMUSG00000102966.1	0	NA	NA	NA	NA	NA	chrY	21487903	21512364	-	NA	Gm31123
ENSMUSG00000104425.5	0	NA	NA	NA	NA	NA	chrY	21572630	21575870	-	NA	Gm38370
ENSMUSG00000104345.5	0	NA	NA	NA	NA	NA	chrY	21891558	21894794	-	NA	Gm37690
ENSMUSG00000103528.1	0	NA	NA	NA	NA	NA	chrY	22025163	22051353	-	NA	Gm31571
ENSMUSG00000102772.5	0	NA	NA	NA	NA	NA	chrY	22109758	22112998	-	NA	Gm32114
ENSMUSG00000103077.5	0	NA	NA	NA	NA	NA	chrY	22403302	22406098	-	NA	Gm38371
ENSMUSG00000103954.5	0	NA	NA	NA	NA	NA	chrY	22696441	22699679	-	NA	Gm37721
ENSMUSG00000103919.1	0	NA	NA	NA	NA	NA	chrY	22835085	22861256	-	NA	Gm21366
ENSMUSG00000103812.5	0	NA	NA	NA	NA	NA	chrY	22920119	22923358	-	NA	Gm33954
ENSMUSG00000103773.1	0	NA	NA	NA	NA	NA	chrY	23013405	23014950	-	NA	Gm34217
ENSMUSG00000104062.5	0	NA	NA	NA	NA	NA	chrY	23212217	23215455	-	NA	Gm37952
ENSMUSG00000104289.5	0	NA	NA	NA	NA	NA	chrY	23539193	23542427	-	NA	Gm37454
ENSMUSG00000102529.1	0	NA	NA	NA	NA	NA	chrY	23672820	23697377	-	NA	Gm29740
ENSMUSG00000103589.5	0	NA	NA	NA	NA	NA	chrY	23757633	23760872	-	NA	Gm37840
ENSMUSG00000102598.1	0	NA	NA	NA	NA	NA	chrY	23850729	23852312	-	NA	Gm35670
ENSMUSG00000103029.5	0	NA	NA	NA	NA	NA	chrY	24051127	24054365	-	NA	Gm37687
ENSMUSG00000103327.1	0	NA	NA	NA	NA	NA	chrY	24188716	24213221	-	NA	Gm36047
ENSMUSG00000104500.5	0	NA	NA	NA	NA	NA	chrY	24273507	24276742	-	NA	Gm36345
ENSMUSG00000102350.5	0	NA	NA	NA	NA	NA	chrY	24564330	24567568	-	NA	Gm37434
ENSMUSG00000104070.1	0	NA	NA	NA	NA	NA	chrY	24701862	24726367	-	NA	Gm36866
ENSMUSG00000103615.5	0	NA	NA	NA	NA	NA	chrY	24786617	24789853	-	NA	Gm30045
ENSMUSG00000094911.1	0	NA	NA	NA	NA	NA	chrY	24795160	24796243	-	NA	Gm21921
ENSMUSG00000103977.5	0	NA	NA	NA	NA	NA	chrY	25077340	25080578	-	NA	Gm37071
ENSMUSG00000103714.1	0	NA	NA	NA	NA	NA	chrY	25214931	25239462	-	NA	Gm20857
ENSMUSG00000103660.5	0	NA	NA	NA	NA	NA	chrY	25299746	25302982	-	NA	Gm30705
ENSMUSG00000094939.1	0	NA	NA	NA	NA	NA	chrY	25308277	25309360	-	NA	Gm21773
ENSMUSG00000102576.5	0	NA	NA	NA	NA	NA	chrY	25590417	25593655	-	NA	Gm37875
ENSMUSG00000102906.1	0	NA	NA	NA	NA	NA	chrY	25727993	25752495	-	NA	Gm20858
ENSMUSG00000103813.5	0	NA	NA	NA	NA	NA	chrY	25812790	25816026	-	NA	Gm31422
ENSMUSG00000102977.5	0	NA	NA	NA	NA	NA	chrY	26103540	26106778	-	NA	Gm37346
ENSMUSG00000104024.1	0	NA	NA	NA	NA	NA	chrY	26241149	26265649	-	NA	Gm33571
ENSMUSG00000103462.5	0	NA	NA	NA	NA	NA	chrY	26325924	26329160	-	NA	Gm32181
ENSMUSG00000101513.6	0	NA	NA	NA	NA	NA	chrY	26610455	26613352	-	NA	Gm28853
ENSMUSG00000102104.1	0	NA	NA	NA	NA	NA	chrY	26731224	26731671	-	NA	Gm28858
ENSMUSG00000100055.1	0	NA	NA	NA	NA	NA	chrY	26750604	26776799	-	NA	Gm20890
ENSMUSG00000101929.6	0	NA	NA	NA	NA	NA	chrY	26835627	26838863	-	NA	Gm28245
ENSMUSG00000101743.6	0	NA	NA	NA	NA	NA	chrY	27065925	27069161	-	NA	Gm28249
ENSMUSG00000101692.1	0	NA	NA	NA	NA	NA	chrY	27161576	27163118	-	NA	Gm28244
ENSMUSG00000101198.6	0	NA	NA	NA	NA	NA	chrY	27355543	27358781	-	NA	Gm29021
ENSMUSG00000099541.1	0	NA	NA	NA	NA	NA	chrY	27495725	27521920	-	NA	Gm21488
ENSMUSG00000101920.6	0	NA	NA	NA	NA	NA	chrY	27580749	27583985	-	NA	Gm28454
ENSMUSG00000100570.6	0	NA	NA	NA	NA	NA	chrY	27811019	27814255	-	NA	Gm29399
ENSMUSG00000101753.1	0	NA	NA	NA	NA	NA	chrY	28105188	28108426	-	NA	Gm28799
ENSMUSG00000101158.1	0	NA	NA	NA	NA	NA	chrY	28245351	28271512	-	NA	Gm20894
ENSMUSG00000099537.6	0	NA	NA	NA	NA	NA	chrY	28330277	28333513	-	NA	Gm28938
ENSMUSG00000101192.6	0	NA	NA	NA	NA	NA	chrY	28624714	28627952	-	NA	Gm29122
ENSMUSG00000099431.1	0	NA	NA	NA	NA	NA	chrY	28715705	28717247	-	NA	Gm28985
ENSMUSG00000100233.1	0	NA	NA	NA	NA	NA	chrY	28809171	28828210	-	NA	Gm20811
ENSMUSG00000100859.6	0	NA	NA	NA	NA	NA	chrY	28846363	28848727	-	NA	Gm28725
ENSMUSG00000099653.1	0	NA	NA	NA	NA	NA	chrY	28871183	28871711	-	NA	Gm28984
ENSMUSG00000100875.6	0	NA	NA	NA	NA	NA	chrY	28908996	28911276	-	NA	Gm28987
ENSMUSG00000101305.1	0	NA	NA	NA	NA	NA	chrY	29089682	29090168	-	NA	Gm29171
ENSMUSG00000099380.6	0	NA	NA	NA	NA	NA	chrY	29558659	29561895	-	NA	Gm28130
ENSMUSG00000101412.6	0	NA	NA	NA	NA	NA	chrY	29587677	29590910	-	NA	Gm28131
ENSMUSG00000094869.1	0	NA	NA	NA	NA	NA	chrY	29655496	29683370	-	NA	Gm21679
ENSMUSG00000099817.1	0	NA	NA	NA	NA	NA	chrY	30097199	30097895	-	NA	Gm29317
ENSMUSG00000100896.1	0	NA	NA	NA	NA	NA	chrY	30310103	30311114	-	NA	Gm28217
ENSMUSG00000099347.1	0	NA	NA	NA	NA	NA	chrY	30360776	30361472	-	NA	Gm28093
ENSMUSG00000100415.6	0	NA	NA	NA	NA	NA	chrY	30613152	30616388	-	NA	Gm28089
ENSMUSG00000101775.6	0	NA	NA	NA	NA	NA	chrY	30642086	30645319	-	NA	Gm28088
ENSMUSG00000100321.1	0	NA	NA	NA	NA	NA	chrY	30676281	30676728	-	NA	Gm29579
ENSMUSG00000100467.1	0	NA	NA	NA	NA	NA	chrY	30706532	30738561	-	NA	Gm29582
ENSMUSG00000095192.2	0	NA	NA	NA	NA	NA	chrY	30839756	30840284	-	NA	Gm21529
ENSMUSG00000100311.6	0	NA	NA	NA	NA	NA	chrY	30881301	30883666	-	NA	Gm29581
ENSMUSG00000094232.2	0	NA	NA	NA	NA	NA	chrY	30905986	30906514	-	NA	Gm21539
ENSMUSG00000099990.6	0	NA	NA	NA	NA	NA	chrY	30943799	30946078	-	NA	Gm29578
ENSMUSG00000101527.1	0	NA	NA	NA	NA	NA	chrY	31231981	31232677	-	NA	Gm21908
ENSMUSG00000099695.6	0	NA	NA	NA	NA	NA	chrY	31509422	31512658	-	NA	Gm28488
ENSMUSG00000100399.6	0	NA	NA	NA	NA	NA	chrY	31538337	31541570	-	NA	Gm28491
ENSMUSG00000094789.7	0	NA	NA	NA	NA	NA	chrY	31602723	31634756	-	NA	Gm28490
ENSMUSG00000094444.2	0	NA	NA	NA	NA	NA	chrY	31735962	31736490	-	NA	Gm21562
ENSMUSG00000101423.6	0	NA	NA	NA	NA	NA	chrY	31777537	31779902	-	NA	Gm28298
ENSMUSG00000095626.2	0	NA	NA	NA	NA	NA	chrY	31802209	31802737	-	NA	Gm21572
ENSMUSG00000101761.6	0	NA	NA	NA	NA	NA	chrY	31840011	31842290	-	NA	Gm28297
ENSMUSG00000099493.1	0	NA	NA	NA	NA	NA	chrY	32124403	32125099	-	NA	Gm21753
ENSMUSG00000101745.6	0	NA	NA	NA	NA	NA	chrY	32494400	32497636	-	NA	Gm28764
ENSMUSG00000100957.6	0	NA	NA	NA	NA	NA	chrY	32523344	32526576	-	NA	Gm28762
ENSMUSG00000099756.1	0	NA	NA	NA	NA	NA	chrY	32557995	32558442	-	NA	Gm28763
ENSMUSG00000095263.7	0	NA	NA	NA	NA	NA	chrY	32588414	32620443	-	NA	Gm21094
ENSMUSG00000096272.2	0	NA	NA	NA	NA	NA	chrY	32712664	32713192	-	NA	Gm21588
ENSMUSG00000099426.6	0	NA	NA	NA	NA	NA	chrY	32754585	32756950	-	NA	Gm28761
ENSMUSG00000096711.2	0	NA	NA	NA	NA	NA	chrY	32779239	32779767	-	NA	Gm21599
ENSMUSG00000101728.6	0	NA	NA	NA	NA	NA	chrY	32817020	32819299	-	NA	Gm28765
ENSMUSG00000100509.1	0	NA	NA	NA	NA	NA	chrY	33105204	33105900	-	NA	Gm21810
ENSMUSG00000100790.6	0	NA	NA	NA	NA	NA	chrY	33382664	33385900	-	NA	Gm28518
ENSMUSG00000101302.6	0	NA	NA	NA	NA	NA	chrY	33411602	33414835	-	NA	Gm28519
ENSMUSG00000102125.6	0	NA	NA	NA	NA	NA	chrY	33446026	33449259	-	NA	Gm28520
ENSMUSG00000095011.7	0	NA	NA	NA	NA	NA	chrY	33511115	33543164	-	NA	Gm20838
ENSMUSG00000094064.2	0	NA	NA	NA	NA	NA	chrY	33635669	33636197	-	NA	Gm21626
ENSMUSG00000099461.6	0	NA	NA	NA	NA	NA	chrY	33677626	33679991	-	NA	Gm28521
ENSMUSG00000096532.2	0	NA	NA	NA	NA	NA	chrY	33702335	33702863	-	NA	Gm21633
ENSMUSG00000101681.6	0	NA	NA	NA	NA	NA	chrY	33740210	33742489	-	NA	Gm28522
ENSMUSG00000101870.1	0	NA	NA	NA	NA	NA	chrY	34028188	34028884	-	NA	Gm21745
ENSMUSG00000100500.1	0	NA	NA	NA	NA	NA	chrY	34468989	34470529	-	NA	Gm29080
ENSMUSG00000099463.6	0	NA	NA	NA	NA	NA	chrY	34670133	34673374	-	NA	Gm29081
ENSMUSG00000099651.1	0	NA	NA	NA	NA	NA	chrY	34763131	34764675	-	NA	Gm29078
ENSMUSG00000099390.6	0	NA	NA	NA	NA	NA	chrY	34963857	34967095	-	NA	Gm29225
ENSMUSG00000095793.7	0	NA	NA	NA	NA	NA	chrY	35105683	35131833	-	NA	Gm20855
ENSMUSG00000101626.6	0	NA	NA	NA	NA	NA	chrY	35190745	35193986	-	NA	Gm29386
ENSMUSG00000099799.6	0	NA	NA	NA	NA	NA	chrY	35458445	35461685	-	NA	Gm28260
ENSMUSG00000101632.1	0	NA	NA	NA	NA	NA	chrY	35551682	35553266	-	NA	Gm28264
ENSMUSG00000099963.6	0	NA	NA	NA	NA	NA	chrY	35761785	35765015	-	NA	Gm28463
ENSMUSG00000096650.7	0	NA	NA	NA	NA	NA	chrY	35895327	35921526	-	NA	Gm20896
ENSMUSG00000102058.6	0	NA	NA	NA	NA	NA	chrY	35980961	35984200	-	NA	Gm28470
ENSMUSG00000099822.6	0	NA	NA	NA	NA	NA	chrY	36273162	36276400	-	NA	Gm28332
ENSMUSG00000101377.1	0	NA	NA	NA	NA	NA	chrY	36391136	36391583	-	NA	Gm28336
ENSMUSG00000101709.1	0	NA	NA	NA	NA	NA	chrY	36410762	36435435	-	NA	Gm28337
ENSMUSG00000099814.6	0	NA	NA	NA	NA	NA	chrY	36495710	36498950	-	NA	Gm28338
ENSMUSG00000100651.1	0	NA	NA	NA	NA	NA	chrY	36689718	36690165	-	NA	Gm28810
ENSMUSG00000101933.1	0	NA	NA	NA	NA	NA	chrY	36709097	36735290	-	NA	Gm20835
ENSMUSG00000100647.6	0	NA	NA	NA	NA	NA	chrY	36794109	36797345	-	NA	Gm29027
ENSMUSG00000101820.1	0	NA	NA	NA	NA	NA	chrY	36884896	36888946	-	NA	Gm29023
ENSMUSG00000099967.1	0	NA	NA	NA	NA	NA	chrY	37082810	37084351	-	NA	Gm28212
ENSMUSG00000101157.1	0	NA	NA	NA	NA	NA	chrY	37233419	37259603	-	NA	Gm20905
ENSMUSG00000101879.1	0	NA	NA	NA	NA	NA	chrY	37547327	37550565	-	NA	Gm28820
ENSMUSG00000100428.1	0	NA	NA	NA	NA	NA	chrY	37681819	37706635	-	NA	Gm29413
ENSMUSG00000100952.1	0	NA	NA	NA	NA	NA	chrY	38067041	38070280	-	NA	Gm28545
ENSMUSG00000099807.1	0	NA	NA	NA	NA	NA	chrY	38340084	38343323	-	NA	Gm28771
ENSMUSG00000100892.1	0	NA	NA	NA	NA	NA	chrY	38476060	38502238	-	NA	Gm20897
ENSMUSG00000101050.1	0	NA	NA	NA	NA	NA	chrY	38561062	38564300	-	NA	Gm28774
ENSMUSG00000096379.1	0	NA	NA	NA	NA	NA	chrY	38574608	38575691	-	NA	Gm21732
ENSMUSG00000096275.2	0	NA	NA	NA	NA	NA	chrY	38774933	38799361	-	NA	Gm20901
ENSMUSG00000101771.6	0	NA	NA	NA	NA	NA	chrY	38872634	38874998	-	NA	Gm28176
ENSMUSG00000100719.1	0	NA	NA	NA	NA	NA	chrY	38897392	38897918	-	NA	Gm28786
ENSMUSG00000101740.6	0	NA	NA	NA	NA	NA	chrY	38935103	38937383	-	NA	Gm29360
ENSMUSG00000100588.1	0	NA	NA	NA	NA	NA	chrY	39158847	39162080	-	NA	Gm29497
ENSMUSG00000102050.1	0	NA	NA	NA	NA	NA	chrY	39344544	39345030	-	NA	Gm29499
ENSMUSG00000101124.1	0	NA	NA	NA	NA	NA	chrY	39988286	39988981	-	NA	Gm28371
ENSMUSG00000093895.7	0	NA	NA	NA	NA	NA	chrY	40290789	40316903	-	NA	Gm21865
ENSMUSG00000099786.6	0	NA	NA	NA	NA	NA	chrY	40367716	40370075	-	NA	Gm29215
ENSMUSG00000094354.1	0	NA	NA	NA	NA	NA	chrY	40380440	40381523	-	NA	Gm21882
ENSMUSG00000095725.2	0	NA	NA	NA	NA	NA	chrY	40390921	40391449	-	NA	Gm21801
ENSMUSG00000100900.6	0	NA	NA	NA	NA	NA	chrY	40431917	40434282	-	NA	Gm28850
ENSMUSG00000095433.2	0	NA	NA	NA	NA	NA	chrY	40456742	40457270	-	NA	Gm21914
ENSMUSG00000100508.6	0	NA	NA	NA	NA	NA	chrY	40494487	40496767	-	NA	Gm28617
ENSMUSG00000101090.6	0	NA	NA	NA	NA	NA	chrY	40638692	40641058	-	NA	Gm28619
ENSMUSG00000096533.1	0	NA	NA	NA	NA	NA	chrY	40651453	40651996	-	NA	Gm21852
ENSMUSG00000099379.1	0	NA	NA	NA	NA	NA	chrY	40733741	40736976	-	NA	Gm28993
ENSMUSG00000100070.6	0	NA	NA	NA	NA	NA	chrY	40762504	40764868	-	NA	Gm28994
ENSMUSG00000096885.1	0	NA	NA	NA	NA	NA	chrY	40775222	40775765	-	NA	Gm21797
ENSMUSG00000099645.1	0	NA	NA	NA	NA	NA	chrY	40905272	40935589	-	NA	Gm20832
ENSMUSG00000100649.1	0	NA	NA	NA	NA	NA	chrY	41338827	41339524	-	NA	Gm28428
ENSMUSG00000100196.1	0	NA	NA	NA	NA	NA	chrY	41375733	41376429	-	NA	Gm20827
ENSMUSG00000099628.1	0	NA	NA	NA	NA	NA	chrY	41382436	41385771	-	NA	Gm28427
ENSMUSG00000094071.2	0	NA	NA	NA	NA	NA	chrY	41619625	41644054	-	NA	Gm21729
ENSMUSG00000101536.6	0	NA	NA	NA	NA	NA	chrY	41766833	41769112	-	NA	Gm28834
ENSMUSG00000100737.1	0	NA	NA	NA	NA	NA	chrY	42079730	42080426	-	NA	Gm21774
ENSMUSG00000099849.1	0	NA	NA	NA	NA	NA	chrY	42459557	42462795	-	NA	Gm29274
ENSMUSG00000100822.1	0	NA	NA	NA	NA	NA	chrY	42487643	42490878	-	NA	Gm29275
ENSMUSG00000101471.1	0	NA	NA	NA	NA	NA	chrY	42550082	42582250	-	NA	Gm29276
ENSMUSG00000101455.1	0	NA	NA	NA	NA	NA	chrY	42735351	42736047	-	NA	Gm21805
ENSMUSG00000099408.1	0	NA	NA	NA	NA	NA	chrY	43047509	43050744	-	NA	Gm28311
ENSMUSG00000101207.1	0	NA	NA	NA	NA	NA	chrY	43076398	43079631	-	NA	Gm28310
ENSMUSG00000099542.1	0	NA	NA	NA	NA	NA	chrY	43141301	43171776	-	NA	Gm28504
ENSMUSG00000100051.1	0	NA	NA	NA	NA	NA	chrY	43451133	43454367	-	NA	Gm28568
ENSMUSG00000100693.1	0	NA	NA	NA	NA	NA	chrY	44154606	44157841	-	NA	Gm28278
ENSMUSG00000099638.1	0	NA	NA	NA	NA	NA	chrY	44168123	44171356	-	NA	Gm28279
ENSMUSG00000094181.7	0	NA	NA	NA	NA	NA	chrY	44232122	44264444	-	NA	Gm21739
ENSMUSG00000102081.1	0	NA	NA	NA	NA	NA	chrY	44348301	44348829	-	NA	Gm28886
ENSMUSG00000102031.6	0	NA	NA	NA	NA	NA	chrY	44385912	44388191	-	NA	Gm29426
ENSMUSG00000100991.1	0	NA	NA	NA	NA	NA	chrY	44757979	44758675	-	NA	Gm21856
ENSMUSG00000102116.1	0	NA	NA	NA	NA	NA	chrY	44818409	44827383	-	NA	Gm28887
ENSMUSG00000095353.1	0	NA	NA	NA	NA	NA	chrY	44980579	44981263	-	NA	Gm21783
ENSMUSG00000101594.1	0	NA	NA	NA	NA	NA	chrY	45385635	45386331	-	NA	Gm21779
ENSMUSG00000100974.1	0	NA	NA	NA	NA	NA	chrY	45753297	45753993	-	NA	Gm28459
ENSMUSG00000100628.1	0	NA	NA	NA	NA	NA	chrY	46347583	46348681	-	NA	Gm29648
ENSMUSG00000101434.1	0	NA	NA	NA	NA	NA	chrY	46692892	46717285	-	NA	Gm29211
ENSMUSG00000101138.6	0	NA	NA	NA	NA	NA	chrY	46847640	46850004	-	NA	Gm29210
ENSMUSG00000100871.1	0	NA	NA	NA	NA	NA	chrY	46872412	46872940	-	NA	Gm29213
ENSMUSG00000100716.6	0	NA	NA	NA	NA	NA	chrY	46910029	46912390	-	NA	Gm28550
ENSMUSG00000100325.1	0	NA	NA	NA	NA	NA	chrY	46934837	46935365	-	NA	Gm28604
ENSMUSG00000094170.1	0	NA	NA	NA	NA	NA	chrY	47669241	47691098	-	NA	Gm21170
ENSMUSG00000102054.6	0	NA	NA	NA	NA	NA	chrY	47831931	47835165	-	NA	Gm29373
ENSMUSG00000101131.1	0	NA	NA	NA	NA	NA	chrY	47856811	47857339	-	NA	Gm29370
ENSMUSG00000099915.1	0	NA	NA	NA	NA	NA	chrY	48527399	48553437	-	NA	Gm21191
ENSMUSG00000100086.1	0	NA	NA	NA	NA	NA	chrY	48594783	48595476	-	NA	Gm21271
ENSMUSG00000101310.1	0	NA	NA	NA	NA	NA	chrY	48669766	48670459	-	NA	Gm21281
ENSMUSG00000100646.1	0	NA	NA	NA	NA	NA	chrY	48699453	48700068	-	NA	Gm28193
ENSMUSG00000101200.1	0	NA	NA	NA	NA	NA	chrY	48736320	48737018	-	NA	Gm20802
ENSMUSG00000099409.1	0	NA	NA	NA	NA	NA	chrY	48944173	48944869	-	NA	Gm28751
ENSMUSG00000099522.1	0	NA	NA	NA	NA	NA	chrY	48981167	48981482	-	NA	Gm28752
ENSMUSG00000101821.1	0	NA	NA	NA	NA	NA	chrY	49318057	49318753	-	NA	Gm21308
ENSMUSG00000101950.1	0	NA	NA	NA	NA	NA	chrY	49401057	49401435	-	NA	Gm29267
ENSMUSG00000099441.1	0	NA	NA	NA	NA	NA	chrY	49430386	49431001	-	NA	Gm29268
ENSMUSG00000100411.1	0	NA	NA	NA	NA	NA	chrY	49467286	49467982	-	NA	Gm29269
ENSMUSG00000100970.1	0	NA	NA	NA	NA	NA	chrY	49473819	49477161	-	NA	Gm29270
ENSMUSG00000100564.1	0	NA	NA	NA	NA	NA	chrY	49658537	49659233	-	NA	Gm28682
ENSMUSG00000101215.1	0	NA	NA	NA	NA	NA	chrY	49695504	49695819	-	NA	Gm28569
ENSMUSG00000100206.1	0	NA	NA	NA	NA	NA	chrY	49697223	49700566	-	NA	Gm28681
ENSMUSG00000101475.1	0	NA	NA	NA	NA	NA	chrY	49842917	49843610	-	NA	Gm21316
ENSMUSG00000099713.1	0	NA	NA	NA	NA	NA	chrY	49917513	49918209	-	NA	Gm21923
ENSMUSG00000099831.1	0	NA	NA	NA	NA	NA	chrY	49947200	49947815	-	NA	Gm28683
ENSMUSG00000101868.1	0	NA	NA	NA	NA	NA	chrY	49984023	49984503	-	NA	Gm28680
ENSMUSG00000100541.1	0	NA	NA	NA	NA	NA	chrY	50182493	50183180	-	NA	Gm28871
ENSMUSG00000099367.1	0	NA	NA	NA	NA	NA	chrY	50219468	50219783	-	NA	Gm29512
ENSMUSG00000100331.1	0	NA	NA	NA	NA	NA	chrY	50360459	50361155	-	NA	Gm20880
ENSMUSG00000100390.1	0	NA	NA	NA	NA	NA	chrY	50435166	50435859	-	NA	Gm20881
ENSMUSG00000101263.1	0	NA	NA	NA	NA	NA	chrY	50464805	50465420	-	NA	Gm29121
ENSMUSG00000099986.1	0	NA	NA	NA	NA	NA	chrY	50501513	50502209	-	NA	Gm29120
ENSMUSG00000099513.1	0	NA	NA	NA	NA	NA	chrY	50696017	50696713	-	NA	Gm29119
ENSMUSG00000101552.1	0	NA	NA	NA	NA	NA	chrY	50733011	50733326	-	NA	Gm29118
ENSMUSG00000100802.1	0	NA	NA	NA	NA	NA	chrY	50880163	50880859	-	NA	Gm20889
ENSMUSG00000101752.1	0	NA	NA	NA	NA	NA	chrY	50954835	50955531	-	NA	Gm20887
ENSMUSG00000099867.1	0	NA	NA	NA	NA	NA	chrY	50984438	50985053	-	NA	Gm29320
ENSMUSG00000101193.1	0	NA	NA	NA	NA	NA	chrY	51021096	51021792	-	NA	Gm21849
ENSMUSG00000100365.1	0	NA	NA	NA	NA	NA	chrY	51212635	51213331	-	NA	Gm29319
ENSMUSG00000099985.1	0	NA	NA	NA	NA	NA	chrY	51251271	51254613	-	NA	Gm28317
ENSMUSG00000101631.1	0	NA	NA	NA	NA	NA	chrY	51391152	51391845	-	NA	Gm20884
ENSMUSG00000101557.1	0	NA	NA	NA	NA	NA	chrY	51421643	51421988	-	NA	Gm28314
ENSMUSG00000101222.1	0	NA	NA	NA	NA	NA	chrY	51460089	51463433	-	NA	Gm28315
ENSMUSG00000100098.1	0	NA	NA	NA	NA	NA	chrY	51605795	51606491	-	NA	Gm21387
ENSMUSG00000099709.1	0	NA	NA	NA	NA	NA	chrY	51680530	51681223	-	NA	Gm21396
ENSMUSG00000101019.1	0	NA	NA	NA	NA	NA	chrY	51710097	51710712	-	NA	Gm28943
ENSMUSG00000101684.1	0	NA	NA	NA	NA	NA	chrY	51747027	51747723	-	NA	Gm28946
ENSMUSG00000100820.1	0	NA	NA	NA	NA	NA	chrY	51753579	51756918	-	NA	Gm28945
ENSMUSG00000100947.1	0	NA	NA	NA	NA	NA	chrY	51939677	51940373	-	NA	Gm28949
ENSMUSG00000100461.1	0	NA	NA	NA	NA	NA	chrY	51978427	51981771	-	NA	Gm28948
ENSMUSG00000101623.1	0	NA	NA	NA	NA	NA	chrY	52261930	52262626	-	NA	Gm21245
ENSMUSG00000100996.1	0	NA	NA	NA	NA	NA	chrY	52291525	52292140	-	NA	Gm29169
ENSMUSG00000101515.1	0	NA	NA	NA	NA	NA	chrY	52328334	52329030	-	NA	Gm21899
